NA,NA,NA,NA,NA,NA,20101113_113437_r2_4_MBD,NA,NA,NA,20101218_225119_r2_8_MSS,20101226_121957_r2_12_LSN,NA,20101225_224643_r2_8_LZY,20101225_224643_r2_7_KTD,20110115_223419_r2_14_EFP,NA,20110201_124137_r2_5_GDJ,20110502_103730_r2_6_QHB,20110512_104553_r2_15_JXT,NA,NA,NA,NA,NA,NA,NA,20111218_220240_r2_0_GVZ,20111227_110652_r2_0_ZZD,NA,NA,NA,20120503_103343_r2_1_AFG,20120506_104614_r2_6_DBO,NA,20120716_111452_r2_1_WZD,20120723_111100_r2_2_UNZ,NA,NA,NA,NA,NA,NA,NA,NA,20121104_121632_r2_5_VAJ,20121119_213454_r2_1_ZHE,NA,20121201_105010_r2_0_IFB,20121205_103326_r2_3_MES,20121204_110244_r2_2_LME,20121207_111516_r2_0_LXF,20130126_215011_r2_0_FAF,20130407_104557_r2_3_ENF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20120708_214056_r2_7_IAL,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101113_213143_r2_5_JZG,NA,NA,NA,20101219_222131_r2_8_YZR,20101231_213109_r2_8_SWN,NA,20101226_121957_r2_9_RGC,20101226_121957_r2_8_LEC,20110129_222546_r2_16_HOE,NA,20110202_121213_r2_1_HBP,20110507_113144_r2_2_PXV,20110514_212142_r2_10_WMM,NA,NA,NA,NA,NA,NA,NA,20111220_111132_r2_1_IZS,20111230_111924_r2_1_AKB,NA,NA,NA,20120506_104614_r2_5_JTV,20120508_212007_r2_4_ZOX,NA,20120717_104556_r2_7_NUS,20120724_104150_r2_2_BRU,NA,NA,NA,NA,NA,NA,NA,NA,20121104_221404_r2_5_FYG,20121120_111101_r2_0_LMW,NA,20121202_215424_r2_4_ADF,20121207_111516_r2_3_TFS,20121205_103326_r2_2_GJP,20121214_111102_r2_10_JTL,20130128_105837_r2_3_ZQI,20130410_105907_r2_3_HLU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20120711_215421_r2_5_GEO,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101114_224224_r2_10_MJK,NA,NA,NA,20101225_224643_r2_10_PYL,20110101_124506_r2_9_HYX,NA,20101231_213109_r2_6_PKW,20101231_213109_r2_5_PWU,20110130_215641_r2_11_RUP,NA,20110212_221735_r2_1_NZW,20110512_104553_r2_11_YAJ,20110522_105411_r2_12_MSY,NA,NA,NA,NA,NA,NA,NA,20111221_104145_r2_2_FRC,NA,NA,NA,NA,20120508_212007_r2_3_EAW,20120510_102929_r2_1_UUP,NA,20120718_214937_r2_7_RFD,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121105_114705_r2_5_UHD,20121122_115246_r2_0_YAK,NA,20121203_212457_r2_4_WBA,20121214_111102_r2_13_LWC,20121207_111516_r2_2_MSS,20121216_214513_r2_0_XSE,20130204_105421_r2_2_RAW,20130411_103005_r2_1_CIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101126_115515_r2_10_EDS,NA,NA,NA,20101226_121957_r2_11_UQQ,20110102_121644_r2_13_PBN,NA,20110101_124506_r2_7_KIV,20110101_124506_r2_6_XWR,20110201_124137_r2_8_NWB,NA,20110213_214818_r2_1_MPI,20110514_212142_r2_6_XVD,20110526_103709_r2_10_TRJ,NA,NA,NA,NA,NA,NA,NA,20111224_105412_r2_1_KOC,NA,NA,NA,NA,20120510_102929_r2_0_IRZ,20120512_111103_r2_1_HZT,NA,20120719_112715_r2_1_MIQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121108_115948_r2_5_JGF,20121123_112333_r2_0_NKY,NA,20121204_110244_r2_4_FJR,20121224_111902_r2_14_UBY,20121214_111102_r2_12_HJC,20121224_112017_r2_0_LBS,20130210_112016_r2_0_ACR,20130413_111102_r2_1_MSI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101203_115111_r2_15_PHV,NA,NA,NA,20101231_213109_r2_7_MXI,20110115_223419_r2_13_NOU,NA,20110102_121644_r2_11_PJX,20110102_121644_r2_10_RNP,20110202_121213_r2_4_THO,NA,20110226_220853_r2_10_AHU,20110522_105411_r2_8_VVG,20110528_111915_r2_7_TAL,NA,NA,NA,NA,NA,NA,NA,20111225_102507_r2_0_URZ,NA,NA,NA,NA,20120512_111103_r2_0_QOJ,20120513_104151_r2_1_IEP,NA,20120720_105830_r2_7_AXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121125_215932_r2_0_ZDF,NA,20121205_103326_r2_4_ISX,20121230_213705_r2_6_KOT,20121216_214632_r2_12_IZI,20121230_213705_r2_0_MXA,20130211_105012_r2_3_SWA,20130414_104145_r2_3_DRJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101205_123328_r2_7_PIO,NA,NA,NA,20110101_124506_r2_8_QNS,,NA,20110115_223419_r2_11_VYX,20110115_223419_r2_10_UZN,20110212_221735_r2_4_MAX,NA,20110227_214016_r2_1_COV,20110526_103709_r2_8_IDV,20110529_105006_r2_7_MYF,NA,NA,NA,NA,NA,NA,NA,20111225_215841_r2_0_WBR,NA,NA,NA,NA,20120513_104151_r2_0_ZHB,20120515_211652_r2_1_DKP,NA,20120722_213350_r2_1_HUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121126_113605_r2_0_HPA,NA,20121207_111516_r2_4_FOI,20121231_111605_r2_4_UYS,20121222_221123_r2_0_RYI,20121231_111605_r2_0_VSD,20130216_213703_r2_2_HDW,20130420_110648_r2_11_OWM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101205_223015_r2_7_MLK,NA,NA,NA,20110102_121644_r2_12_SKB,,NA,20110129_222546_r2_15_QFH,20110129_222546_r2_14_USB,20110213_214818_r2_4_OYV,NA,20110312_220114_r2_1_CEH,20110528_111915_r2_5_SYH,20110602_211359_r1_2_UXO,NA,NA,NA,NA,NA,NA,NA,20111227_110652_r2_2_XMS,NA,NA,NA,NA,20120515_211652_r2_0_LOC,20120516_105434_r2_2_ZPY,NA,20120723_111100_r2_4_VGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121127_110654_r2_0_PUD,NA,20121214_111102_r2_14_UNU,20130104_105835_r2_11_PBD,20121224_111902_r2_1_PZS,20130104_105835_r2_0_OUV,20130217_111503_r2_10_ZLB,20130421_103735_r2_3_JZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101210_214327_r2_24_TQR,NA,NA,NA,20110115_223419_r2_12_VMJ,,NA,20110130_215641_r2_10_AXZ,20110130_215641_r2_9_PMM,20110226_220853_r2_13_KLE,NA,20110326_115448_r2_1_ECF,20110529_105006_r2_5_KJV,20110605_212601_r1_1_OPJ,NA,NA,NA,NA,NA,NA,NA,20111228_103739_r2_0_VVY,NA,NA,NA,NA,20120516_105434_r2_0_RYH,20120517_102518_r2_2_VOT,NA,20120726_112311_r2_1_IAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121128_221227_r2_0_EMW,NA,20121222_221123_r2_11_OQL,20130105_220308_r2_8_QYN,20121230_213705_r2_2_MUN,20130105_220153_r2_0_MGW,20130218_104555_r2_3_MFG,20130424_105055_r2_5_UHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101212_222551_r2_16_XPM,NA,NA,NA,NA,,NA,20110201_124137_r2_7_BSM,20110201_124137_r2_6_AKD,20110227_214016_r2_4_CGX,NA,20110326_223829_r1_5_GAM,20110602_211359_r1_1_VEF,20110613_214601_r2_1_SEU,NA,NA,NA,NA,NA,NA,NA,20111229_214149_r2_1_BJS,NA,NA,NA,NA,20120517_102518_r2_0_HXS,20120519_110657_r2_3_DUO,NA,20120727_105419_r2_5_YCF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121129_114836_r2_0_FAE,NA,20121224_111902_r2_11_HOP,20130106_213356_r2_14_ICL,20121231_111450_r2_12_CBQ,20130106_213242_r2_0_JYB,20130221_105829_r2_3_TBT,20130427_110235_r2_4_XQR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,20101213_115908_r2_7_DKN,NA,NA,NA,NA,,NA,20110202_121213_r2_3_VPR,20110202_121213_r2_2_HVN,20110312_215959_r2_8_BOS,NA,20110402_214814_r2_0_PAT,20110605_212601_r1_0_PXU,20110614_211643_r2_1_KMQ,NA,NA,NA,NA,NA,NA,NA,20111231_105010_r2_1_DEI,NA,NA,NA,NA,20120519_110657_r2_2_DMS,20120520_103751_r2_3_GNL,NA,20120728_215855_r2_1_FDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20121130_111923_r2_0_OJR,NA,20121230_213705_r2_3_DDA,20130107_111108_r2_14_AGL,20130104_105835_r2_9_GDR,20130107_111108_r2_15_APT,20130224_111151_r2_0_VIX,20130428_103407_r2_4_NHH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
